Chapter,Verse,King Fahd,Kemenag,Google Translator,Fahd - Google,Kemenag - Google,Fahd - Kemenag
24,4,"Dan orang-orang yang menuduh wanita-wanita yang baik-baik  (berbuat zina) dan mereka tidak mendatangkan empat orang saksi, maka deralah mereka (yang menuduh itu) delapan puluh kali dera dan janganlah kamu terima kesaksian mereka buat selama-lamanya. Dan mereka itulah orang-orang yang fasik.","Dan orang-orang yang menuduh perempuan-perempuan yang baik (berzina) dan mereka tidak mendatangkan empat orang saksi, maka deralah mereka delapan puluh kali, dan janganlah kamu terima kesaksian mereka untuk selama-lamanya. Mereka itulah orang-orang yang fasik,","Dan mereka yang melemparkan yang dibentengi, maka mereka tidak datang dengan empat martir, jadi mereka akan diadili, maka mereka memalukan, dan mereka tidak akan datang kepada mereka. Dan itu adalah orang -orangnya",0.5470282,0.5884044,0.95024455
24,5,"kecuali orang-orang yang bertobat sesudah itu dan memperbaiki (dirinya), maka sesungguhnya Allah Maha Pengampun lagi Maha Penyayang.","kecuali mereka yang bertobat setelah itu dan memperbaiki (dirinya), maka sungguh, Allah Maha Pengampun, Maha Penyayang.",Kecuali mereka yang bertobat setelah itu,0.4314295,0.4848578,0.9567697
24,6,"Dan orang-orang yang menuduh istrinya (berzina), padahal mereka tidak ada mempunyai saksi-saksi selain diri mereka sendiri, maka persaksian orang itu ialah empat kali bersumpah dengan nama Allah; sesungguhnya dia adalah termasuk orang-orang yang benar.","Dan orang-orang yang menuduh istrinya (berzina), padahal mereka tidak mempunyai saksi-saksi selain diri mereka sendiri, maka kesaksian masing-masing orang itu ialah empat kali bersumpah dengan (nama) Allah, bahwa sesungguhnya dia termasuk orang yang berkata benar.","Dan mereka yang melempar istri mereka, dan mereka belum mati syahid kecuali untuk diri mereka sendiri, jadi mereka terlihat, salah satunya adalah mereka berempat.",0.7094145,0.71257764,0.96452093
24,7,"Dan (sumpah) yang kelima bahwa laknat Allah atasnya, jika dia termasuk orang-orang yang berdusta .","Dan (sumpah) yang kelima bahwa laknat Allah akan menimpanya, jika dia termasuk orang yang berdusta.",Dan kebaikan bahwa Tuhan telah mengutuknya.,0.3974605,0.4115246,0.92090845
24,8,Istrinya itu dihindarkan dari hukuman oleh sumpahnya empat kali atas nama Allah; sesungguhnya suaminya itu benar-benar termasuk orang-orang yang dusta.,"Dan istri itu terhindar dari hukuman apabila dia bersumpah empat kali atas (nama) Allah bahwa dia (suaminya) benar-benar termasuk orang-orang yang berdusta,",Dan mereka akan tersinggung oleh siksaan yang akan Anda bersaksi untuk empat martir,0.19938332,0.29434603,0.8918283
24,9,"dan (sumpah) yang kelima bahwa laknat Allah atasnya, jika suaminya itu termasuk orang-orang yang benar.","dan (sumpah) yang kelima bahwa kemurkaan Allah akan menimpanya (istri), jika dia (suaminya) itu termasuk orang yang berkata benar.","Dan kebaikannya adalah bahwa kemarahan Allah ada di atasnya, jika itu adalah salah satu pencuri",0.35936674,0.49870187,0.65399516
24,10,"Dan andaikata tidak ada karunia Allah dan rahmat-Nya atas dirimu dan (andaikata) Allah bukan Penerima Tobat lagi Maha Bijaksana, (niscaya kamu akan mengalami kesulitan-kesulitan).","Dan sekiranya bukan karena karunia Allah dan rahmat-Nya kepadamu (niscaya kamu akan menemui kesulitan). Dan sesungguhnya Allah Maha Penerima Tobat, Mahabijaksana.","Dan jika saja yang terbaik dari Tuhan ada di atas Anda dan rahmat -Nya, dan bahwa Tuhan bijak dan bijak",0.49598992,0.58862,0.6971295
24,11,"Sesungguhnya orang-orang yang membawa berita bohong itu adalah dari golongan kamu juga. Janganlah kamu kira bahwa berita bohong itu buruk bagi kamu, bahkan ia adalah baik bagi kamu. Tiap-tiap seseorang dari mereka mendapat balasan dari dosa yang dikerjakannya.  Dan siapa di antara mereka yang mengambil bagian yang terbesar dalam penyiaran berita bohong itu baginya azab yang besar .","Sesungguhnya orang-orang yang membawa berita bohong itu adalah dari golongan kamu (juga). Janganlah kamu mengira berita itu buruk bagi kamu bahkan itu baik bagi kamu. Setiap orang dari mereka mendapat balasan dari dosa yang diperbuatnya. Dan barangsiapa di antara mereka yang mengambil bagian terbesar (dari dosa yang diperbuatnya), dia mendapat azab yang besar (pula).","Bagi mereka yang datang ke jus Anda, Anda tidak berpikir itu jahat bagi Anda. ۚ dan mereka yang mengambil alih dari mereka memiliki siksaan besar",0.423258,0.4210914,0.9654015
24,12,"Mengapa pada waktu kamu mendengar berita bohong itu orang-orang mukminin dan mukminat tidak bersangka baik terhadap diri mereka sendiri dan (mengapa tidak) berkata, ""Ini adalah suatu berita bohong yang nyata.""","Mengapa orang-orang mukmin dan mukminat tidak berbaik sangka terhadap diri mereka sendiri, ketika kamu mendengar berita bohong itu dan berkata, ""Ini adalah (suatu berita) bohong yang nyata.""","Kalau saja Anda mendengarnya, orang -orang percaya dan orang -orang percaya berpikir bahwa mereka baik dan mereka berkata: “Jadi, jelas",0.39762783,0.4435441,0.92572844
24,13,"Mengapa mereka (yang menuduh itu) tidak mendatangkan empat orang saksi atas berita bohong itu? Karena mereka tidak mendatangkan saksi-saksi, maka mereka itulah pada sisi Allah orang-orang yang dusta.","Mengapa mereka (yang menuduh itu) tidak datang membawa empat saksi? Oleh karena mereka tidak membawa saksi-saksi, maka mereka itu dalam pandangan Allah adalah orang-orang yang berdusta.","Jika bukan karena dia, dia tidak datang kepadanya dengan empat martir ۚ jadi jika mereka tidak datang ke kesaksian, maka Anda saat Anda adalah orang yang berbohong",0.60285544,0.5301187,0.86986077
24,14,"Sekiranya tidak ada karunia Allah dan rahmat-Nya kepada kamu semua di dunia dan di akhirat, niscaya kamu ditimpa azab yang besar karena pembicaraan kamu tentang berita bohong itu.","Dan seandainya bukan karena karunia Allah dan rahmat-Nya kepadamu di dunia dan di akhirat, niscaya kamu ditimpa azab yang besar, disebabkan oleh pembicaraan kamu tentang hal itu (berita bohong itu).",Dan jika saja yang terbaik dari Tuhan ada pada Anda dan belas kasihan -Nya di dunia ini dan bagi Anda untuk menyentuh Anda dalam apa yang Anda miliki di mana Anda memiliki siksaan besar di dalamnya,0.37735596,0.40223798,0.911813
24,15,(Ingatlah) pada waktu kamu menerima berita bohong itu dari mulut ke mulut dan kamu katakan dengan mulutmu apa yang tidak kamu ketahui sedikit juga dan kamu menganggapnya suatu yang ringan saja.  Padahal dia pada sisi Allah adalah besar.,"(Ingatlah) ketika kamu menerima (berita bohong) itu dari mulut ke mulut dan kamu katakan dengan mulutmu apa yang tidak kamu ketahui sedikit pun, dan kamu menganggapnya remeh, padahal dalam pandangan Allah itu perkara besar.","Saat Anda melemparkannya dengan Anda, Anda akan mengatakan bahwa Anda tidak menyadarinya, dan Anda tidak akan menyadarinya",0.3056255,0.41345897,0.76600623
24,16,"Dan mengapa kamu tidak berkata pada waktu mendengar berita bohong itu, ""Sekali-kali tidaklah pantas bagi kita memperkatakan ini.  Maha Suci Engkau (Ya Tuhan kami), ini adalah dusta yang besar.""","Dan mengapa kamu tidak berkata ketika mendengarnya, ""Tidak pantas bagi kita membicarakan ini. Mahasuci Engkau, ini adalah kebohongan yang besar.""","Dan jika hanya jika Anda mendengarnya, Anda tidak akan menjadi apa yang akan kami ajak bicara",0.30872604,0.4144948,0.8101644
24,17,"Allah memperingatkan kamu agar (jangan) kembali memperbuat yang seperti itu selama-lamanya, jika kamu orang-orang yang beriman,","Allah memperingatkan kamu agar (jangan) kembali mengulangi seperti itu selama-lamanya, jika kamu orang beriman,","Tuhan berkhotbah kepada Anda untuk kembali ke teladan -Nya, jika Anda orang percaya",0.61295396,0.62361073,0.89299375
24,18,dan Allah menerangkan ayat-ayat-Nya kepada kamu.  Dan Allah Maha Mengetahui lagi Maha Bijaksana.,"dan Allah menjelaskan ayat-ayat(-Nya) kepada kamu. Dan Allah Maha Mengetahui, Mahabijaksana.",Dan Tuhan menunjukkan kepada Anda kepada Anda ۚ dan Tuhan adalah pengetahuan yang bijak,0.72462535,0.73213995,0.94213414
24,19,"Sesungguhnya orang-orang yang ingin agar (berita) perbuatan yang amat keji itu tersiar di kalangan orang-orang yang beriman bagi mereka azab yang pedih di dunia dan di akhirat.  Dan Allah mengetahui, sedangkan kamu tidak mengetahui.","Sesungguhnya orang-orang yang ingin agar perbuatan yang sangat keji itu (berita bohong) tersiar di kalangan orang-orang yang beriman, mereka mendapat azab yang pedih di dunia dan di akhirat. Dan Allah mengetahui, sedang kamu tidak mengetahui.","Bagi mereka yang suka melindungi kain pada mereka yang mempercayainya, mereka memiliki siksaan yang menyakitkan di dunia ini belajar",0.3129672,0.3440788,0.8585409
24,20,"Dan sekiranya tidaklah karena karunia Allah dan rahmat-Nya kepada kamu semua dan Allah Maha Penyantun dan Maha Penyayang, (niscaya kamu akan ditimpa azab yang besar).","Dan kalau bukan karena karunia Allah dan rahmat-Nya kepadamu (niscaya kamu akan ditimpa azab yang besar). Sungguh, Allah Maha Penyantun, Maha Penyayang.",Dan jika saja yang terbaik dari Tuhan ada di atas Anda dan rahmat -Nya,0.6094923,0.5974839,0.8887093
24,21,"Hai orang-orang yang beriman, janganlah kamu mengikuti langkah-langkah setan.   Barang siapa yang mengikuti langkah-langkah setan, maka sesungguhnya setan itu menyuruh mengerjakan perbuatan yang keji dan yang mungkar.  Sekiranya tidaklah karena karunia Allah dan rahmat-Nya kepada kamu sekalian, niscaya tidak seorang pun dari kamu bersih (dari perbuatan-perbuatan keji dan mungkar itu) selama-lamanya, tetapi Allah membersihkan siapa yang dikehendaki-Nya.  Dan Allah Maha Mendengar lagi Maha Mengetahui.","Wahai orang-orang yang beriman! Janganlah kamu mengikuti langkah-langkah setan. Barang siapa mengikuti langkah-langkah setan, maka sesungguhnya dia (setan) menyuruh mengerjakan perbuatan yang keji dan mungkar. Kalau bukan karena karunia Allah dan rahmat-Nya kepadamu, niscaya tidak seorang pun di antara kamu bersih (dari perbuatan keji dan mungkar itu) selama-lamanya, tetapi Allah membersihkan siapa yang Dia kehendaki. Dan Allah Maha Mendengar, Maha Mengetahui.","۞ Oh, mereka yang percaya, tidak mengikuti garis Setan ۚ dan siapa pun yang mengikuti langkah -langkah dengan kecabulan dan penolakan ۚ dan jika saja yang terbaik dari Tuhan ada di atas Anda dan belas kasihan -Nya, apa yang dihapus dari Anda dari salah satu dari Anda selamanya, dan untuk orang yang merupakan hal yang baik untuk mengetahui bahwa orang yang baik mengetahui bahwa hal yang baik mengetahuinya",0.6613637,0.6661803,0.9608356
24,22,"Dan janganlah orang-orang yang mempunyai kelebihan dan kelapangan di antara kamu bersumpah bahwa mereka (tidak) akan memberi (bantuan) kepada kaum kerabat(nya), orang-orang yang miskin, dan orang-orang yang berhijrah pada jalan Allah, dan hendaklah mereka memaafkan dan berlapang dada. Apakah kamu tidak ingin bahwa Allah mengampunimu? Dan Allah adalah Maha Pengampun lagi Maha Penyayang ,","Dan janganlah orang-orang yang mempunyai kelebihan dan kelapangan di antara kamu bersumpah bahwa mereka (tidak) akan memberi (bantuan) kepada kerabat(nya), orang-orang miskin dan orang-orang yang berhijrah di jalan Allah, dan hendaklah mereka memaafkan dan berlapang dada. Apakah kamu tidak suka kalau Allah mengampunimu? Dan Allah Maha Pengampun, Maha Penyayang.","Dan yang terbaik dari Anda dan waktu tidak akan diberikan kepada Anda, dan waktunya harus diberikan, dan orang yang dekat dengan Anda, dan orang -orang dari umat, dan mereka tidak akan diampuni ۟ ۗ ۗ Apakah Anda tidak suka mengampuni Tuhan untuk Anda dan Tuhan diampuni diampuni",0.6567062,0.64097154,0.97458184
24,23,"Sesungguhnya orang-orang yang menuduh wanita yang baik-baik, yang lengah  lagi beriman (berbuat zina), mereka kena laknat di dunia dan akhirat dan bagi mereka azab yang besar,","Sungguh, orang-orang yang menuduh perempuan-perempuan baik, yang lengah dan beriman (dengan tuduhan berzina), mereka dilaknat di dunia dan di akhirat, dan mereka akan mendapat azab yang besar,",Bagi mereka yang melempar benteng almarhum,0.32609022,0.29171664,0.92908573
24,24,"pada hari (ketika), lidah, tangan, dan kaki mereka menjadi saksi atas mereka terhadap apa yang dahulu mereka kerjakan.","pada hari, (ketika) lidah, tangan dan kaki mereka menjadi saksi atas mereka terhadap apa yang dahulu mereka kerjakan.",Hari Anda akan bersaksi untuk mereka.,0.385784,0.37795362,0.983395
24,25,"Pada hari itu, Allah akan memberi mereka balasan yag setimpal menurut semestinya dan tahulah mereka bahwa Allah-lah yang benar lagi Yang menjelaskan (segala sesuatu menurut hakikat yang sebenarnya).","Pada hari itu Allah menyempurnakan balasan yang sebenarnya bagi mereka, dan mereka tahu bahwa Allah Mahabenar, Maha Menjelaskan.","Maka Tuhan akan memenuhi agama mereka, dan mereka tahu bahwa Tuhan adalah hak -sayap",0.5693634,0.4880135,0.83898187
24,26,"Wanita-wanita yang keji adalah untuk laki-laki yang keji, dan laki-laki yang keji adalah buat wanita-wanita yang keji (pula), dan wanita-wanita yang baik adalah untuk laki-laki yang baik, dan laki-laki yang baik adalah untuk wanita-wanita yang baik (pula).  Mereka (yang dituduh) itu bersih dari apa yang dituduhkan oleh mereka (yang menuduh itu).  Bagi mereka ampunan dan rezeki yang mulia (surga) .","Perempuan-perempuan yang keji untuk laki-laki yang keji, dan laki-laki yang keji untuk perempuan-perempuan yang keji (pula), sedangkan perempuan-perempuan yang baik untuk laki-laki yang baik dan laki-laki yang baik untuk perempuan-perempuan yang baik (pula). Mereka itu bersih dari apa yang dituduhkan orang. Mereka memperoleh ampunan dan rezeki yang mulia (surga).","Idiot untuk yang tersembunyi dan yang tersembunyi untuk para idiot, dan kebaikan yang baik dan yang terbaik dari yang baik untuk kebaikan. Dari apa yang mereka katakan 😂 Mereka memiliki pengampunan dan mata pencaharian yang murah hati",0.3764066,0.365676,0.90499914
24,27,"Hai orang-orang yang beriman, janganlah kamu memasuki rumah yang bukan rumahmu sebelum meminta izin dan memberi salam kepada penghuninya.  Yang demikian itu lebih baik bagimu agar kamu (selalu) ingat.","Wahai orang-orang yang beriman! Janganlah kamu memasuki rumah yang bukan rumahmu sebelum meminta izin dan memberi salam kepada penghuninya. Yang demikian itu lebih baik bagimu, agar kamu (selalu) ingat.","O, mereka yang percaya, tidak memasuki rumah, tanpa rumah sampai Anda lupa, dan Anda akan dimaafkan Anda ingat",0.68964076,0.679669,0.9600246
24,28,"Jika kamu tidak menemui seorang pun di dalamnya, maka janganlah kamu masuk sebelum kamu mendapat izin.  Dan jika dikatakan kepadamu, ""Kembali (saja)lah"", maka hendaklah kamu kembali. Itu bersih bagimu dan Allah Maha Mengetahui apa yang kamu kerjakan.","Dan jika kamu tidak menemui seorang pun di dalamnya, maka janganlah kamu masuk sebelum kamu mendapat izin. Dan jika dikatakan kepadamu, ""Kembalilah!"" Maka (hendaklah) kamu kembali. Itu lebih suci bagimu, dan Allah Maha Mengetahui apa yang kamu kerjakan.","Jika Anda tidak menemukan siapa pun di dalamnya, jangan masukkan sampai mereka diberi izin untuk Anda. Apakah Anda tahu",0.6305622,0.5722176,0.8682913
24,29,Tidak ada dosa atasmu memasuki rumah yang tidak disediakan untuk didiami yang di dalamnya ada keperluanmu; dan Allah mengetahui apa yang kamu nyatakan dan apa yang kamu sembunyikan.,"Tidak ada dosa atasmu memasuki rumah yang tidak dihuni, yang di dalamnya ada keperluan kamu; Allah mengetahui apa yang kamu nyatakan dan apa yang kamu sembunyikan.","Tidak ada yang pendendam bagi Anda untuk memasuki rumah, yang tidak diadakan di mana ada yang baik",0.5554177,0.55892354,0.9797176
24,30,"Katakanlah kepada orang laki-laki yang beriman, ""Hendaklah mereka menahan pandanganya dan memelihara kemaluannya; yang demikian itu adalah lebih suci bagi mereka; sesungguhnya Allah Maha Mengetahui apa yang mereka perbuat"".","Katakanlah kepada laki-laki yang beriman, agar mereka menjaga pandangannya, dan memelihara kemaluannya; yang demikian itu lebih suci bagi mereka. Sungguh, Allah Maha Mengetahui apa yang mereka perbuat.","Katakan kepada orang -orang percaya, mereka menutup mata kepada mereka dan menjaga promosi mereka.",0.53724563,0.54611844,0.95434165
24,31,"Katakanlah kepada wanita yang beriman, ""Hendaklah mereka menahan pandangannya, dan memelihara kemaluannya, dan janganlah mereka menampakkan perhiasannya, kecuali yang (biasa) tampak darinya.  Dan hendaklah mereka menutupkan kain kudung ke dadanya dan janganlah menampakkan perhiasannya, kecuali kepada suami mereka, atau ayah mereka, atau ayah suami mereka, atau putra-putra mereka, atau putra-putra suami mereka, atau saudara-saudara laki-laki mereka, atau putra-putra saudara lelaki mereka, atau putra-putra saudara perempuan mereka, atau wanita-wanita Islam, atau budak-budak yang mereka miliki, atau pelayan-pelayan laki-laki yang tidak mempunyai keinginan (terhadap wanita), atau anak-anak yang belum mengerti tentang aurat wanita.  Dan janganlah mereka memukulkan kakinya agar diketahui perhiasan yang mereka sembunyikan.  Dan bertobatlah kamu sekalian kepada Allah, hai orang-orang yang beriman supaya kamu beruntung.","Dan katakanlah kepada para perempuan yang beriman, agar mereka menjaga pandangannya, dan memelihara kemaluannya, dan janganlah menampakkan perhiasannya (auratnya), kecuali yang (biasa) terlihat. Dan hendaklah mereka menutupkan kain kerudung ke dadanya, dan janganlah menampakkan perhiasannya (auratnya), kecuali kepada suami mereka, atau ayah mereka, atau ayah suami mereka, atau putra-putra mereka, atau putra-putra suami mereka, atau saudara-saudara laki-laki mereka, atau putra-putra saudara laki-laki mereka, atau putra-putra saudara perempuan mereka, atau para perempuan (sesama Islam) mereka, atau hamba sahaya yang mereka miliki, atau para pelayan laki-laki (tua) yang tidak mempunyai hasrat (terhadap perempuan), atau anak-anak yang belum mengerti tentang aurat perempuan. Dan janganlah mereka menghentakkan kakinya agar diketahui perhiasan yang mereka sembunyikan. Dan bertobatlah kamu semua kepada Allah, wahai orang-orang yang beriman, agar kamu beruntung.","Dan saya katakan kepada orang -orang percaya, mereka akan kewalahan oleh kecerahan mereka, dan mereka melestarikan istri mereka, dan mereka tidak muncul, tetapi mereka tidak akan muncul. Mereka berada di bagian mereka, dan perhiasan mereka tidak muncul kecuali hati mereka, atau kebaikan mereka, atau duka mereka adalah saudara mereka, saudara mereka, atau putra -putra saudara -saudaranya, atau anak -anak, namun, dewi laki -laki atau orang yang tidak tampak kepada mereka yang tidak muncul pada kebenaran yang mereka tersembunyi dari perhiasan mereka ۚ dan Anda akan menjadi semua Tuhan yang menjadi Tuhan mereka adalah semua Tuhan yang akan menjadi semua dari Tuhan mereka ۚ dan Anda akan menjadi semua Tuhan yang menjadi semua dari Tuhan mereka adalah semua dari Tuhan mereka adalah semua dari Tuhan mereka adalah semua dari Tuhan mereka adalah semua dari Tuhan mereka adalah semua dari Tuhan mereka adalah semua dari Tuhan mereka adalah semua dari Tuhan mereka adalah semua dari Tuhan mereka adalah semua dari Tuhan mereka adalah semua dari Tuhan mereka akan menjadi semua dari Tuhan ۚ dan Anda akan menjadi semua dari Tuhan mereka adalah semua dari Tuhan mereka adalah semua dari Tuhan mereka adalah semua dari Tuhan mereka adalah semua dari Tuhan mereka adalah semua dari Tuhan mereka akan menjadi semua dari Tuhan ۚ dan Anda akan menjadi semua dari Tuhan mereka adalah semua Tuhan",0.56408954,0.5785991,0.95214504
24,32,"Dan kawinkanlah orang-orang yang sedirian  di antara kamu dan orang-orang yang layak (berkawin) dari hamba-hamba sahayamu yang lelaki dan hamba-hamba sahayamu yang perempuan. Jika mereka miskin, Allah akan memampukan mereka dengan karunia-Nya.  Dan Allah Maha luas (pemberian-Nya) lagi Maha Mengetahui.","Dan nikahkanlah orang-orang yang masih membujang di antara kamu, dan juga orang-orang yang layak (menikah) dari hamba-hamba sahayamu yang laki-laki dan perempuan. Jika mereka miskin, Allah akan memberi kemampuan kepada mereka dengan karunia-Nya. Dan Allah Mahaluas (pemberian-Nya), Maha Mengetahui.","Dan Anda akan berada di antara Anda dan kebenaran para pelayan Anda dan urusan Anda ۚ Jika mereka miskin, ia akan menyanyikan mereka dan demi kebaikan Tuhan, dan yang terbaik dari Tuhan, dan untuknya",0.62812424,0.6201725,0.9064837
24,33,"Dan orang-orang yang tidak mampu kawin, hendaklah menjaga kesucian (diri)nya sehingga Allah memampukan mereka dengan karunia-Nya.  Dan budak-budak yang kamu miliki yang memginginkan perjanjian, hendaklah kamu buat perjanjian dengan mereka , jika kamu mengetahui ada kebaikan pada mereka dan berikanlah kepada mereka sebagian dari harta Allah yang dikaruniakan-Nya kepadamu .  Dan janganlah kamu paksa budak-budak wanitamu untuk melakukan pelacuran, sedang mereka sendiri mengingini kesucian karena kamu hendak mencari keuntungan duniawi.  Dan barang siapa yang memaksa mereka, maka sesungguhnya Allah adalah Maha Pengampun lagi Maha Penyayang (kepada mereka) sesudah mereka dipaksa ( itu) .","Dan orang-orang yang tidak mampu menikah hendaklah menjaga kesucian (dirinya), sampai Allah memberi kemampuan kepada mereka dengan karunia-Nya. Dan jika hamba sahaya yang kamu miliki menginginkan perjanjian (kebebasan), hendaklah kamu buat perjanjian kepada mereka, jika kamu mengetahui ada kebaikan pada mereka, dan berikanlah kepada mereka sebagian dari harta Allah yang dikaruniakan-Nya kepadamu. Dan janganlah kamu paksa hamba sahaya perempuanmu untuk melakukan pelacuran, sedang mereka sendiri menginginkan kesucian, karena kamu hendak mencari keuntungan kehidupan duniawi. Barangsiapa memaksa mereka, maka sungguh, Allah Maha Pengampun, Maha Penyayang (kepada mereka) setelah mereka dipaksa.","Dan bagi mereka yang tidak menemukan pernikahan sampai Tuhan memperkaya mereka dari kasih karunia -Nya ۗ ۗ dan mereka yang mencari Tuhan dari Anda, jika Anda mengenal mereka, mereka baik. Anda dibentengi untuk mencari presentasi kehidupan dunia ini ۚ dan siapa pun yang membuatnya bingung, maka Tuhan mengejar pengampunan mereka, dimaafkan",0.6546691,0.6252847,0.7952546
24,34,Dan sesungguhnya Kami telah menurunkan kepada kamu ayat-ayat yang memberi penerangan dan contoh-contoh dari orang-orang yang terdahulu sebelum kamu dan pelajaran bagi orang-orang yang bertakwa.,"Dan sungguh, Kami telah menurunkan kepada kamu ayat-ayat yang memberi penjelasan, dan contoh-contoh dari orang-orang yang terdahulu sebelum kamu dan sebagai pelajaran bagi orang-orang yang bertakwa.",Dan kami telah mendatangi kami untuk mendapatkan yang jelas dan sama dari mereka yang memiliki sebelum Anda,0.56241524,0.5995476,0.95761657
24,35,"Allah (Pemberi) cahaya (kepada) langit dan bumi.  Perumpamaan cahaya Allah adalah seperti sebuah lubang yang tidak tembus  yang di dalamnya ada pelita besar.  Pelita itu di dalam kaca (dan) kaca itu seakan-akan bintang (yang bercahaya) seperti mutiara yang dinyalakan dengan minyak dari pohon yang banyak berkahnya, (yaitu) pohon zaitun yang tumbuh tidak di sebelah timur (sesuatu) dan tidak pula di sebelah barat(nya)  , yang minyaknya (saja) hampir-hampir menerangi, walaupun tidak disentuh api.  Cahaya di atas cahaya (berlapis-lapis), Allah membimbing kepada cahaya-Nya siapa yang dia kehendaki dan Allah memperbuat perumpamaan-perumpamaan bagi manusia dan Allah Maha Mengetahui segala sesuatu.","Allah (pemberi) cahaya (kepada) langit dan bumi. Perumpamaan cahaya-Nya, seperti sebuah lubang yang tidak tembus, yang di dalamnya ada pelita besar. Pelita itu di dalam tabung kaca, (dan) tabung kaca itu bagaikan bintang yang berkilauan, yang dinyalakan dengan minyak dari pohon yang diberkahi, (yaitu) pohon zaitun yang tumbuh tidak di timur dan tidak pula di barat, yang minyaknya (saja) hampir-hampir menerangi, walaupun tidak disentuh api. Cahaya di atas cahaya (berlapis-lapis), Allah memberi petunjuk kepada cahaya-Nya bagi orang yang Dia kehendaki, dan Allah membuat perumpamaan-perumpamaan bagi manusia. Dan Allah Maha Mengetahui segala sesuatu.","۞ Tuhan adalah cahaya langit dan bumi ۚ Contoh cahayanya seperti masalah di mana ada pagi. Dirham yang dilakukan dari pohon perhiasan, dan tidak ada wewangian, dan tidak ada barat, yang perzinaannya hampir banyak, dan jika tidak menyentuhnya. Tuhan untuk terang -Nya, siapa pun",0.6128962,0.64259464,0.93339586
24,36,"Bertasbih  kepada Allah di masjid-masjid yang telah diperintahkan untuk dimuliakan dan disebut nama-Nya di dalamnya pada waktu pagi dan waktu petang,","(Cahaya itu) di rumah-rumah yang di sana telah diperintahkan Allah untuk memuliakan dan menyebut nama-Nya, di sana bertasbih (menyucikan) nama-Nya pada waktu pagi dan petang,",Di rumah -rumah izin Tuhan untuk dibesarkan dan ingat di dalamnya namanya,0.40898377,0.58035946,0.77042884
24,37,"laki-laki yang tidak dilalaikan oleh perniagaan dan tidak (pula) oleh jual beli dari mengingati Allah, dan (dari) mendirikan sembahyang, dan (dari) membayarkan zakat.  Mereka takut kepada suatu hari yang (pada hari itu) hati dan penglihatan menjadi goncang.","orang yang tidak dilalaikan oleh perdagangan dan jual beli dari mengingat Allah, melaksanakan salat, dan menunaikan zakat. Mereka takut kepada hari ketika hati dan penglihatan menjadi guncang (hari Kiamat),","Seorang pria, Anda tidak mengalihkan perhatian mereka, tidak ada, atau menjual dari ingatan akan Allah, pendirian doa, dan asal -usul zakat, mereka takut pada hari itu. Dan pepatah",0.72933346,0.5840712,0.8072909
24,38,(Meraka mengerjakan yang demikian itu) supaya Allah memberikan balasan kepada mereka (dengan balasan) yang lebih baik dari apa yang telah mereka kerjakan dan supaya Allah menambah karunia-Nya kepada mereka.  Dan Allah memberi rezeki kepada siapa yang dikehendaki-Nya tanpa batas.,"(mereka melakukan itu) agar Allah memberi balasan kepada mereka dengan yang lebih baik daripada apa yang telah mereka kerjakan, dan agar Dia menambah karunia-Nya kepada mereka. Dan Allah memberi rezeki kepada siapa saja yang Dia kehendaki tanpa batas.",Semoga Tuhan memberi mereka penghargaan dengan yang terbaik dari apa yang telah mereka lakukan dan meningkatkan mereka dari rahmat -Nya ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ,0.6091199,0.600512,0.92508906
